payment_id,customer_id,payment_date,payment_amount,payment_method,check_number,bank_reference,remittance_name,invoice_reference,applied_flag,applied_date,applied_amount,unapplied_amount,payment_type,status,batch_session,batch_id,created_date,updated_date,updated_time,updated_by
502520,100429,2023-06-08,,,             RE,F493056357             Jo,hnson-Russell,,0,,285.7,, 8,69,,20230608-123060,,,,
502521,100203,2023-05-20,,,,                       To,wnsend-Bruce,,2,1903-05-20,865.53,, 7,02,,20230520-123052,,,,
502522,100263,2024-12-09,,,,                       Wi,llis-Watson,,2,1904-12-09,9338.2,, 1,15,,20241209-124120,,2004-01-13,,ON
502523,100151,2023-07-01,,,             RE,F851558567             Ga,rcia-Leonard,,2,1903-07-01,10563.74,, 8,48,,20230701-123070,,,,N
502524,100153,2023-09-29,,,,                       Ho,pkins-Thompson,,0,,286.38,, 7,20,,20230929-123092,,,,ON
502525,100350,2024-10-18,,,             RE,F266173878             Re,"ynolds, Watts and Bass",,2,1904-10-18,28848.63,, 9,99,,20241018-124101,,,,N
502526,100480,2023-02-01,,24,82,                       Co,ok Group,,2,1903-02-01,0.0,, 5,41,,20230201-123020,,,,
502527,100492,2023-05-23,,,,                       My,ers and Sons,,2,1903-05-23,5106.68,, 4,22,,20230523-123052,,,,
502528,100092,2024-02-26,,,             RE,F690636787             Ga,rcia PLC,,2,1904-02-26,7374.91,, 5,38,,20240226-124022,,,,N
502529,100441,2023-08-31,,89,57,                       Ho,od Ltd,,2,1903-08-31,926.0,, 5,98,,20230831-123083,,,,
502530,100260,2023-06-08,,,,                       Hi,"ll, Mendoza and Williams",,2,1903-06-08,0.0,, 6,06,,20230608-123060,,,,
502531,100179,2023-07-08,,88,14,                       We,lch LLC,,2,1903-07-08,259.06,, 2,54,,20230708-123070,,,,
502532,100207,2023-08-23,,,             RE,F507711012             Je,nsen Inc,,2,1903-08-23,1336.63,, 3,59,,20230823-123082,,,,
502533,100253,2023-02-21,,,             RE,F260780791             In,"gram, Green and Stewart",,2,1903-02-21,7043.88,, 1,08,,20230221-123022,,,,
502534,100052,2024-12-10,,,,                       Kn,ight-Hodge,,2,1904-12-10,6023.71,, 9,46,,20241210-124121,,,,ON
502535,100345,2023-07-06,,94,43,                       Wr,"ight, Dawson and Hall",,2,1903-07-06,1915.82,, 7,21,,20230706-123070,,,,
502536,100480,2024-01-13,,,             RE,F248341427             Co,ok Group,,2,1904-01-13,1930.29,, 4,37,,20240113-124011,,,,
502537,100124,2023-03-12,,,,                       Wh,ite-Stark,,2,1903-03-12,6714.75,, 9,27,,20230312-123031,,,,
502538,100309,2023-10-27,,87,63,                       Be,nton Ltd,,2,1903-10-27,3384.5,, 8,94,,20231027-123102,,,,
502539,100470,2024-11-21,,29,78,                       An,derson and Sons,,2,1904-11-21,10861.78,, 7,18,,20241121-124112,,,,
502540,100336,2023-07-26,,45,41,                       Br,own PLC,,2,1903-07-26,6411.87,, 8,49,,20230726-123072,,,,ON
502541,100421,2024-08-01,,,             RE,F701180296             Th,omas Inc,,2,1904-08-01,358.34,, 5,00,,20240801-124080,,,,
502542,100426,2023-12-04,,,             RE,F775589679             Ki,ng-Jones,,2,1903-12-04,535.42,, 2,68,,20231204-123120,,2018-10-04,,
502543,100489,2023-11-14,,,,                       Fi,tzgerald Inc,,0,,6583.25,, 9,89,,20231114-123111,,,,
502544,100097,2024-08-16,,,,                       Or,tiz-Rodriguez,,0,,923.96,, 3,35,,20240816-124081,,,,ON
502545,100242,2023-05-17,,,             RE,F836114121             Du,nn-Wilson,,2,1903-05-17,0.0,, 1,61,,20230517-123051,,,,
502546,100425,2023-12-12,,,             RE,F831952183             Wh,ite-Beasley,,2,1903-12-12,846.22,, 9,65,,20231212-123121,,,,N
502547,100174,2023-04-22,,,             RE,F818082675             Ho,"ward, Thompson and Tate",,2,1903-04-22,1161.45,, 2,22,,20230422-123042,,,,
502548,100024,2024-11-11,,84,91,                       HO,"RTON, FERNANDEZ AND MATTHEWS",,2,1904-11-11,1679.92,, 6,45,,20241111-124111,,,,
502549,100442,2024-09-21,,,,                       Ba,"rton, Graves and Rodriguez",,2,1904-09-21,0.0,, 8,91,,20240921-124092,,,,
502550,100134,2024-01-25,,93,06,                       Gr,"egory, Nguyen and Daugherty",,2,1904-01-25,4449.37,, 5,22,,20240125-124012,,,,
502551,100176,2023-06-19,,,,                       Da,"vis, Castillo and Morton",,0,,385.23,, 2,37,,20230619-123061,,,,
502552,100140,2024-11-27,,,             RE,F791879016             Ne,"wman, Carter and Brown",,2,1904-11-27,239.43,, 2,56,,20241127-124112,,,,
502553,100197,2023-11-06,,,             RE,F166510828             Cl,"ark, Oconnor and Cochran",,2,1903-11-06,9700.98,, 6,15,,20231106-123110,,2001-08-07,,
502554,100397,2024-12-06,,24,63,                       Go,rdon LLC,,2,1904-12-06,2454.19,, 6,21,,20241206-124120,,,,
502555,100285,2024-11-04,,,             RE,F785417263             Ma,thews-Lopez,,2,1904-11-04,0.0,, 7,88,,20241104-124110,,,,
502556,100351,2023-09-13,,,             RE,F820656097             Su,llivan Group,,2,1903-09-13,25502.59,, 3,97,,20230913-123091,,,,
502557,100077,2024-03-13,,,             RE,F555042713             Ma,rtin-Kline,,2,1904-03-13,342.84,, 9,08,,20240313-124031,,,,
502558,100204,2024-02-16,,,             RE,F428688258             Ja,ckson-Booker,,2,1904-02-16,6989.7,, 8,19,,20240216-124021,,,,
502559,100227,2024-12-26,,,             RE,F940649297             Mo,ran-Shah,,2,1904-12-26,4439.81,, 6,03,,20241226-124122,,,,N
502560,100169,2024-12-03,,,             RE,F841444421             Mc,"pherson, Colon and Thomas",,2,1904-12-03,3578.95,, 5,17,,20241203-124120,,,,
502561,100154,2024-11-24,,,             RE,F771796900             Br,"ooks, Fry and Stewart",,2,1904-11-24,1011.94,, 4,67,,20241124-124112,,,,N
502562,100228,2024-04-18,,57,93,                       Wi,"lliams, Evans and Riggs",,0,,5764.01,, 7,88,,20240418-124041,,,,
502563,100458,2023-08-01,,,             RE,F530230822             Mi,"ller, Aguirre and Scott",,2,1903-08-01,10549.64,, 4,43,,20230801-123080,,,,
502564,100048,2024-12-08,,,,                       Al,len Inc,,2,1904-12-08,557.52,, 6,86,,20241208-124120,,,,ON
502565,100051,2023-11-04,,,             RE,F407302625             Jo,nes and Sons,,2,1903-11-04,41738.67,, 9,68,,20231104-123110,,,,
502566,100470,2024-02-21,,,,                       An,derson and Sons,,2,1904-02-21,0.0,, 7,84,,20240221-124022,,,,
502567,100193,2024-04-24,,,             RE,F769843111             Bi,rd-Savage,,0,,17331.1,, 4,94,,20240424-124042,,,,
502568,100480,2023-08-01,,,,                       Co,ok Group,,2,1903-08-01,0.0,, 8,31,,20230801-123080,,,,
502569,100029,2023-04-02,,,             RE,F261942041             St,evens Inc,,0,,1046.97,, 8,79,,20230402-123040,,2012-01-06,,
502570,100430,2024-06-24,,67,04,                       Pi,"ttman, Hines and Carr",,0,,41491.59,, 8,36,,20240624-124062,,,,
502571,100169,2023-02-10,,,,                       Mc,"pherson, Colon and Thomas",,2,1903-02-10,9138.32,, 9,03,,20230210-123021,,,,ON
502572,100293,2024-06-06,,,             RE,F115477312             Ki,"ng, Mosley and Johnson",,2,1904-06-06,0.0,, 7,66,,20240606-124060,,2008-04-01,,
502573,100142,2024-06-08,,,             RE,F278406216             Jo,hnson PLC,,2,1904-06-08,3559.12,, 7,20,,20240608-124060,,,,ON
502574,100493,2023-09-22,,,             RE,F205715009             He,nderson Ltd,,0,,0.0,, 9,25,,20230922-123092,,,,
502575,100096,2024-10-08,,,             RE,F114741827             Ba,"rnes,",,2,1904-10-08,0.0,, 5,66,,20241008-124100,,,,
502576,100061,2024-12-03,,29,69,                       Si,mon Group,,2,1904-12-03,547.82,, 4,22,,20241203-124120,,,,N
502577,100192,2023-05-15,,,             RE,F232524379             Sa,nders-Willis,,2,1903-05-15,1674.75,, 6,14,,20230515-123051,,,,
502578,100391,2024-09-24,,51,07,                       Ta,ylor-Green,,2,1904-09-24,1972.62,, 6,70,,20240924-124092,,,,
502579,100301,2023-07-21,,,,                       Gi,bson LLC,,0,,10056.4,, 1,70,,20230721-123072,,,,
502580,100106,2023-05-20,,,             RE,F144819296             Jo,nes-Harrison,,2,1903-05-20,472.45,, 1,07,,20230520-123052,,1908-01-27,,N
502581,100448,2024-04-24,,,             RE,F191181516             Co,"oper, Myers and Shelton",,2,1904-04-24,3705.49,, 6,87,,20240424-124042,,,,
502582,100156,2023-11-20,,77,11,                       Go,nzalez-Perry,,2,1903-11-20,1841.37,, 6,97,,20231120-123112,,,,
502583,100170,2023-05-19,,,             RE,F563591750             Ha,rrington-Alvarez,,2,1903-05-19,1570.94,, 2,46,,20230519-123051,,,,
502584,100122,2024-08-08,,90,63,                       St,ein-Moore,,2,1904-08-08,3371.51,, 7,93,,20240808-124080,,,,
502585,100432,2024-07-13,,,             RE,F347838768             Co,ok-Long,,2,1904-07-13,630.7,, 1,85,,20240713-124071,,2001-03-13,,
502586,100327,2024-08-17,,,             RE,F548880234             Ra,mirez Inc,,2,1904-08-17,8033.17,, 1,32,,20240817-124081,,,,
502587,100325,2024-12-27,,,             RE,F688925893             My,ers Ltd,,2,1904-12-27,993.91,, 2,09,,20241227-124122,,,,
502588,100015,2024-12-13,,,,                       Ke,nnedy-Schmidt,,2,1904-12-13,1987.01,, 7,60,,20241213-124121,,,,
502589,100194,2024-01-23,,67,82,                       Bi,shop-Hester,,2,1904-01-23,404.92,, 4,24,,20240123-124012,,,,
502590,100005,2023-09-06,,84,59,                       We,"st, Henderson and Ramirez",,2,1903-09-06,1296.4,, 1,95,,20230906-123090,,,,
502591,100315,2024-06-24,,,             RE,F386040783             Ma,"thews, Wright and Jensen",,2,1904-06-24,1525.96,, 1,66,,20240624-124062,,,,N
502592,100289,2023-07-02,,,,                       Ca,rpenter-Fletcher,,2,1903-07-02,8527.34,, 8,72,,20230702-123070,,,,
502593,100418,2023-01-28,,65,76,                       Co,"oper, Pena and Dominguez",,2,1903-01-28,1083.15,, 3,69,,20230128-123012,,,,
502594,100252,2023-09-20,,73,32,                       Ba,"ker, James and Silva",,2,1903-09-20,6922.77,, 3,91,,20230920-123092,,1901-01-19,,
502595,100236,2024-06-14,,37,87,                       Ca,rpenter LLC,,0,,31217.93,, 8,61,,20240614-124061,,,,
502596,100464,2024-07-19,,47,09,                       Wh,"ite, May and Gomez",,2,1904-07-19,933.83,, 4,89,,20240719-124071,,,,
502597,100347,2024-02-09,,,             RE,F746028047             Pa,checo-Todd,,2,1904-02-09,9195.33,, 5,20,,20240209-124020,,,,
502598,100381,2023-12-27,,28,51,                       Fr,"ancis, Lewis and Carter",,2,1903-12-27,0.0,, 8,63,,20231227-123122,,,,
502599,100061,2023-02-28,,,             RE,F998288388             Si,mon,,0,,0.0,, 7,09,,20230228-123022,,,,
502600,100072,2023-12-06,,,             RE,F784214734             Be,ll Inc,,2,1903-12-06,2051.52,, 9,90,,20231206-123120,,2012-03-28,,ON
502601,100122,2024-04-04,,,             RE,F224419608             St,ein-Moore,,2,1904-04-04,5921.89,, 5,53,,20240404-124040,,,,
502602,100225,2024-10-18,,,             RE,F346313133             Le,e Inc,,2,1904-10-18,7348.76,, 1,85,,20241018-124101,,,,
502603,100214,2023-08-25,,,,                       Es,"pinoza, Rose and Frank",,2,1903-08-25,0.0,, 6,78,,20230825-123082,,,,
502604,100376,2024-06-26,,16,91,                       Jo,hnson-Martin,,2,1904-06-26,20190.32,, 1,28,,20240626-124062,,,,
502605,100016,2024-11-18,,,             RE,F287298880             Ki,ng Group,,2,1904-11-18,1523.19,, 4,54,,20241118-124111,,,,
502606,100231,2024-02-06,,,             RE,F511252661             Ro,driguez-Williams,,0,,89.04,, 2,61,,20240206-124020,,,,
502607,100380,2024-03-29,,,             RE,F791460091             Br,own and Sons,,2,1904-03-29,463.89,, 8,31,,20240329-124032,,,,N
502608,100412,2024-05-13,,,             RE,F997891199             Ro,driguez-Medina,,2,1904-05-13,977.65,, 7,45,,20240513-124051,,,,
502609,100238,2024-02-11,,,,                       Sm,ith-Moore,,2,1904-02-11,2017.0,, 9,83,,20240211-124021,,,,
502610,100000,2024-01-29,,82,26,                       Fi,gueroa and Sons,,2,1904-01-29,1439.8,, 3,26,,20240129-124012,,,,
502611,100366,2024-12-23,,52,64,                       Be,nnett-Lee,,2,1904-12-23,1857.41,, 1,68,,20241223-124122,,,,
502612,100320,2023-09-25,,59,44,                       Jo,nes-White,,2,1903-09-25,1112.19,, 3,88,,20230925-123092,,,,
502613,100281,2024-11-13,,67,56,                       Ch,an PLC,,2,1904-11-13,0.0,, 5,87,,20241113-124111,,,,
502614,100317,2024-12-17,,,             RE,F790645934             Th,ompson-Morales,,2,1904-12-17,7572.59,, 9,48,,20241217-124121,,,,ON
502615,100160,2024-02-17,,,             RE,F416563258             Ph,elps and Sons,,2,1904-02-17,0.0,, 7,21,,20240217-124021,,,,
502616,100011,2024-07-09,,,             RE,F796615701             Gr,"iffin, Moore and Hensley",,2,1904-07-09,272.7,, 7,36,,20240709-124070,,,,
502617,100133,2024-09-29,,94,47,                       Al,"len, Price and Sparks",,2,1904-09-29,339.13,, 4,78,,20240929-124092,,,,
502618,100249,2024-11-28,,80,06,                       Jo,nes LLC,,0,,2031.74,, 1,54,,20241128-124112,,2002-08-19,,ON
502619,100188,2023-12-14,,81,49,                       Bi,rd-Garcia,,2,1903-12-14,2078.16,, 5,03,,20231214-123121,,,,
502620,100369,2024-11-24,,,,                       Mo,"ran, King and Costa",,2,1904-11-24,100.3,, 5,40,,20241124-124112,,2001-12-21,,N
502621,100129,2023-08-09,,,,                       Mo,nroe Group,,2,1903-08-09,20464.12,, 6,18,,20230809-123080,,,,
502622,100387,2023-04-19,,54,31,                       Br,"ady, Garcia and Odonnell",,2,1903-04-19,1725.45,, 3,41,,20230419-123041,,,,
502623,100081,2023-10-03,,35,58,                       Wh,eeler Inc,,2,1903-10-03,394.84,, 7,26,,20231003-123100,,,,ON
502624,100408,2024-06-22,,,             RE,F647111279             Br,own-Velasquez,,0,,1136.57,, 5,09,,20240622-124062,,,,
502625,100255,2023-12-25,,,             RE,F233770558             Ho,ffman-Webb,,2,1903-12-25,0.0,, 4,82,,20231225-123122,,,,N
502626,100373,2023-12-12,,85,16,                       Si,"ngleton, Warren and Allen",,2,1903-12-12,1984.09,, 8,86,,20231212-123121,,,,N
502627,100194,2024-10-24,,,             RE,F201941345             Bi,shop-Hester,,2,1904-10-24,706.32,, 4,39,,20241024-124102,,,,
502628,100472,2023-12-06,,32,79,                       Tu,"rner, Cunningham and Holder",,2,1903-12-06,1288.18,, 1,88,,20231206-123120,,,,
502629,100486,2024-06-04,,,             RE,F529940898             Co,oper-Mcpherson,,2,1904-06-04,891.1,, 3,98,,20240604-124060,,,,
502630,100052,2024-10-10,,,             RE,F973790496             Kn,ight-Hodge,,2,1904-10-10,3293.21,, 2,07,,20241010-124101,,,,N
502631,100337,2024-11-20,,,             RE,F721465721             Ri,ley-Higgins,,2,1904-11-20,0.0,, 8,54,,20241120-124112,,,,
502632,100329,2024-10-05,,,             RE,F946027585             Fr,"ederick, Chavez and Carter",,2,1904-10-05,7543.2,, 6,77,,20241005-124100,,2009-11-17,,N
502633,100440,2024-10-30,,,             RE,F597840542             Da,vis-Harris,,2,1904-10-30,2389.36,, 5,94,,20241030-124103,,,,
502634,100282,2024-01-11,,,             RE,F784962445             Wa,"rd, Scott and Rodriguez",,2,1904-01-11,0.0,, 9,45,,20240111-124011,,,,
502635,100147,2024-03-19,,,             RE,F891605350             Pa,lmer Group,,0,,0.0,, 2,07,,20240319-124031,,2004-07-21,,
502636,100245,2024-11-07,,,,                       Ab,bott-Wallace,,2,1904-11-07,553.45,, 6,39,,20241107-124110,,,,ON
502637,100253,2024-01-30,,,             RE,F856196410             In,"gram,",,2,1904-01-30,5510.99,, 4,23,,20240130-124013,,,,
502638,100028,2023-02-03,,,             RE,F598619079             Mo,ore PLC,,2,1903-02-03,0.0,, 7,21,,20230203-123020,,,,
502639,100319,2024-03-08,,,             RE,F643461341             Gi,"llespie, Reid and Watkins",,2,1904-03-08,209.95,, 5,71,,20240308-124030,,2018-06-06,,N
502640,100028,2024-01-31,,21,93,                       Mo,ore PLC,,0,,3234.99,, 7,76,,20240131-124013,,2001-03-11,,
502641,100351,2024-02-02,,52,33,                       Su,llivan Group,,2,1904-02-02,45531.25,, 6,90,,20240202-124020,,,,N
502642,100154,2023-10-14,,,             RE,F369814267             Br,"ooks, Fry and Stewart",,2,1903-10-14,511.41,, 6,73,,20231014-123101,,2008-04-09,,
502643,100036,2024-12-22,,,             RE,F921899335             Ga,rcia-Murphy,,2,1904-12-22,8949.24,, 1,83,,20241222-124122,,,,N
502644,100342,2024-06-28,,,             RE,F192575640             Wh,eeler PLC,,2,1904-06-28,3429.33,, 2,47,,20240628-124062,,,,
502645,100387,2024-06-18,,,             RE,F828130304             Br,"ady, Garcia and Odonnell",,2,1904-06-18,422.6,, 6,72,,20240618-124061,,2012-10-10,,
502646,100165,2024-02-12,,,             RE,F307988428             Ad,"ams, Hernandez and Vaughn",,2,1904-02-12,793.29,, 7,51,,20240212-124021,,,,
502647,100137,2023-08-22,,,             RE,F751983145             Wh,"itehead, Lane and Tran",,2,1903-08-22,9623.54,, 1,55,,20230822-123082,,,,
502648,100420,2024-11-30,,,             RE,F223814301             RO,DRIGUEZ AND SONS,,2,1904-11-30,0.0,, 7,56,,20241130-124113,,,,
502649,100275,2023-06-29,,,             RE,F617202305             Lo,"ve, Thompson and Krause",,2,1903-06-29,597.11,, 4,24,,20230629-123062,,,,
502650,100174,2023-01-17,,,             RE,F236030317             Ho,"ward, Thompson and Tate",,2,1903-01-17,1492.19,, 7,96,,20230117-123011,,,,
502651,100147,2024-01-13,,,             RE,F304875415             Pa,lmer Group,,2,1904-01-13,0.0,, 1,09,,20240113-124011,,,,ON
502652,100044,2023-10-18,,71,30,                       De,lgado-Gilmore,,2,1903-10-18,260.05,, 5,71,,20231018-123101,,,,
502653,100257,2024-11-21,,,             RE,F310623460             Ma,"rtin,",,2,1904-11-21,1524.15,, 3,78,,20241121-124112,,,,N
502654,100062,2024-08-26,,,             RE,F906003166             St,one Group,,2,1904-08-26,0.0,, 3,72,,20240826-124082,,,,
502655,100112,2023-01-13,,,             RE,F872723275             Jo,"hnston, Davis and Reynolds",,2,1903-01-13,7106.77,, 2,37,,20230113-123011,,,,
502656,100194,2023-09-07,,,,                       Bi,shop-Hester,,0,,242.12,, 3,31,,20230907-123090,,,,
502657,100363,2024-05-29,,86,66,                       Ga,rcia-Rivas,,2,1904-05-29,1004.23,, 7,99,,20240529-124052,,,,
502658,100187,2023-05-02,,,,                       Fr,azier Inc,,2,1903-05-02,1714.77,, 6,36,,20230502-123050,,,,
502659,100203,2024-12-01,,80,26,                       To,wnsend-Bruce,,2,1904-12-01,118.23,, 3,62,,20241201-124120,,,,N
502660,100044,2024-01-11,,,             RE,F559958236             De,lgado-Gilmore,,2,1904-01-11,2143.24,, 6,69,,20240111-124011,,,,
502661,100372,2024-12-30,,52,35,                       Ly,nn Group,,0,,631.47,, 5,99,,20241230-124123,,,,
502662,100015,2024-08-18,,,             RE,F274735225             Ke,nnedy-Schmidt,,2,1904-08-18,0.0,, 4,64,,20240818-124081,,2022-04-26,,
502663,100080,2024-04-28,,,             RE,F215606757             Fe,rguson Ltd,,2,1904-04-28,1572.43,, 8,30,,20240428-124042,,,,N
502664,100345,2023-12-24,,,             RE,F834258277             Wr,"ight, Dawson and Hall",,2,1903-12-24,0.0,, 4,02,,20231224-123122,,,,N
502665,100070,2024-09-27,,,             RE,F368621828             Ke,lly-Combs,,2,1904-09-27,33626.14,, 6,61,,20240927-124092,,,,N
502666,100450,2024-05-25,,35,25,                       Fe,rguson LLC,,2,1904-05-25,6062.48,, 5,03,,20240525-124052,,,,
502667,100389,2023-10-04,,,             RE,F354168714             Fl,ores-Estrada,,2,1903-10-04,4534.09,, 5,93,,20231004-123100,,,,
502668,100224,2023-11-04,,,,                       Bu,rton Ltd,,2,1903-11-04,7293.16,, 6,54,,20231104-123110,,,,ON
502669,100366,2023-04-07,,,             RE,F968413970             Be,nnett-Lee,,2,1903-04-07,0.0,, 3,95,,20230407-123040,,,,
502670,100360,2024-03-11,,,             RE,F117982057             Ba,"rrera, Howell and Riggs",,0,,0.0,, 1,86,,20240311-124031,,,,
502671,100048,2024-09-25,,,             RE,F361756302             Al,len Inc,,0,,0.0,, 7,30,,20240925-124092,,,,N
502672,100013,2023-03-22,,,             RE,F211719790             El,liott and Sons,,2,1903-03-22,351.19,, 9,02,,20230322-123032,,2003-11-24,,
502673,100416,2024-06-13,,,,                       Br,yant-Kelly,,2,1904-06-13,10317.91,, 4,53,,20240613-124061,,,,
502674,100271,2023-03-22,,,             RE,F621197964             Do,uglas-Vega,,2,1903-03-22,1931.53,, 3,41,,20230322-123032,,,,
502675,100201,2023-07-02,,,             RE,F526520882             Th,"omas, Harris and Soto",,0,,6055.36,, 2,50,,20230702-123070,,,,
502676,100279,2023-08-07,,,             RE,F485585799             FA,"RMER, GREEN AND SCHMIDT",,2,1903-08-07,9042.04,, 1,48,,20230807-123080,,,,
502677,100191,2024-01-10,,32,46,                       Cr,"oss, Brooks and Sullivan",,0,,686.18,, 4,67,,20240110-124011,,,,
502678,100204,2023-03-23,,,,                       Ja,ckson-Booker,,0,,0.0,, 5,45,,20230323-123032,,,,
502679,100185,2024-07-28,,61,91,                       El,lis-Bartlett,,2,1904-07-28,496.5,, 4,13,,20240728-124072,,2023-05-22,,
502680,100460,2024-06-17,,,             RE,F227347777             Ra,mos-Burgess,,0,,1368.05,, 5,24,,20240617-124061,,,,
502681,100451,2023-10-31,,88,29,                       He,ndricks-Rice,,2,1903-10-31,672.27,, 2,10,,20231031-123103,,,,
502682,100330,2024-06-15,,45,41,                       Ma,son Inc,,2,1904-06-15,975.19,, 8,22,,20240615-124061,,,,
502683,100338,2024-01-27,,94,01,                       Le, Group,,2,1904-01-27,1593.41,, 2,28,,20240127-124012,,,,ON
502684,100100,2023-06-13,,52,43,                       Cl,ark-Harris,,2,1903-06-13,989.36,, 4,66,,20230613-123061,,,,
502685,100235,2024-05-18,,,             RE,F283619459             Wa,"lsh, Henderson and Rasmussen",,2,1904-05-18,788.79,, 6,47,,20240518-124051,,,,
502686,100301,2023-06-30,,,             RE,F403979281             Gi,bson LLC,,2,1903-06-30,6966.45,, 3,65,,20230630-123063,,,,
502687,100353,2024-06-05,,91,07,                       Go,odwin-Green,,2,1904-06-05,10761.7,, 1,89,,20240605-124060,,,,
502688,100009,2024-10-11,,27,29,                       Ca,rpenter LLC,,0,,734.34,, 6,30,,20241011-124101,,,,ON
502689,100049,2024-07-14,,,             RE,F799781574             We,"lls, Atkinson and Turner",,2,1904-07-14,7739.77,, 1,35,,20240714-124071,,,,
502690,100031,2024-11-19,,,             RE,F993880203             Wr,ight Group,,2,1904-11-19,379.79,, 6,45,,20241119-124111,,,,ON
502691,100201,2023-11-22,,,             RE,F658468834             Th,"omas, Harris and Soto",,2,1903-11-22,7425.65,, 1,29,,20231122-123112,,,,
502692,100214,2024-12-07,,,             RE,F933815091             Es,"pinoza, Rose and Frank",,2,1904-12-07,1919.6,, 3,42,,20241207-124120,,,,
502693,100471,2024-12-17,,48,88,                       Yo,ung-Grant,,2,1904-12-17,321.64,, 9,65,,20241217-124121,,,,
502694,100122,2023-06-10,,,,                       St,ein-Moore,,2,1903-06-10,3692.77,, 7,23,,20230610-123061,,,,
502695,100481,2024-10-01,,,,                       Be,nson LLC,,2,1904-10-01,1302.31,, 8,60,,20241001-124100,,,,N
502696,100483,2023-06-08,,22,46,                       No,"rton, Smith and Shea",,2,1903-06-08,0.0,, 6,61,,20230608-123060,,,,
502697,100355,2024-04-11,,70,57,                       Ro,"ss, Gregory and Barber",,2,1904-04-11,3731.12,, 6,77,,20240411-124041,,,,N
502698,100207,2024-11-20,,88,77,                       Je,nsen Inc,,2,1904-11-20,708.27,, 4,62,,20241120-124112,,,,ON
502699,100426,2024-05-13,,,             RE,F588467141             Ki,ng-Jones,,2,1904-05-13,1378.16,, 8,08,,20240513-124051,,,,
502700,100151,2023-12-12,,,,                       Ga,rcia-Leonard,,2,1903-12-12,40608.51,, 8,82,,20231212-123121,,,,
502701,100141,2023-05-06,,,             RE,F392003680             He,rnandez-West,,2,1903-05-06,9349.13,, 6,91,,20230506-123050,,,,
502702,100300,2023-11-22,,,             RE,F317002775             Ri,"ce, Hawkins and Thomas",,0,,0.0,, 2,11,,20231122-123112,,,,
502703,100276,2024-11-22,,15,21,                       Ca,"mpos, Gay and King",,2,1904-11-22,872.38,, 9,72,,20241122-124112,,2003-02-18,,
502704,100133,2024-11-24,,,             RE,F702061336             Al,"len,",,2,1904-11-24,637.77,, 6,20,,20241124-124112,,,,N
502705,100259,2024-07-21,,,             RE,F866122666             Ke,lly-Roberson,,2,1904-07-21,9447.11,, 9,55,,20240721-124072,,,,
502706,100292,2023-01-25,,,             RE,F728213843             Re,ynolds-Diaz,,2,1903-01-25,788.43,, 9,27,,20230125-123012,,,,N
502707,100320,2023-10-19,,86,42,                       Jo,nes-White,,2,1903-10-19,0.0,, 5,87,,20231019-123101,,,,
502708,100275,2023-09-16,,72,58,                       Lo,"ve, Thompson and Krause",,2,1903-09-16,780.55,, 4,54,,20230916-123091,,,,ON
502709,100229,2023-10-20,,,             RE,F481790541             La,ne Ltd,,2,1903-10-20,0.0,, 6,85,,20231020-123102,,,,ON
502710,100057,2024-02-21,,,             RE,F545388857             Jo,hnson LLC,,0,,394.19,, 1,13,,20240221-124022,,,,
502711,100211,2024-04-18,,,             RE,F869868350             Lo,pez Group,,2,1904-04-18,1157.99,, 5,94,,20240418-124041,,,,
502712,100460,2024-07-16,,,,                       Ra,mos-Burgess,,2,1904-07-16,1486.02,, 5,51,,20240716-124071,,,,ON
502713,100196,2024-12-18,,44,59,                       Be,rry and Sons,,2,1904-12-18,878.25,, 6,82,,20241218-124121,,,,
502714,100365,2024-06-25,,77,49,                       Li,vingston-Leblanc,,2,1904-06-25,1416.43,, 8,81,,20240625-124062,,,,
502715,100416,2024-01-13,,48,12,                       Br,yant-Kelly,,2,1904-01-13,1913.17,, 5,52,,20240113-124011,,,,
502716,100108,2023-03-14,,,             RE,F858188189             Ma,"rtin, Schmidt and Cole",,2,1903-03-14,359.97,, 2,60,,20230314-123031,,,,
502717,100392,2024-09-13,,50,22,                       Th,omas-Martinez,,0,,604.44,, 6,31,,20240913-124091,,,,
502718,100419,2023-04-26,,,             RE,F826690044             Wo,od-Owens,,2,1903-04-26,1571.57,, 3,36,,20230426-123042,,,,
502719,100252,2024-10-28,,76,59,                       Ba,"ker, James and Silva",,2,1904-10-28,7448.28,, 7,05,,20241028-124102,,,,N
502720,100217,2023-01-26,,,             RE,F785683681             Mo,sley-Gordon,,2,1903-01-26,1497.06,, 7,30,,20230126-123012,,,,ON
502721,100269,2023-09-28,,93,90,                       Wi,"lcox, Matthews and Walters",,2,1903-09-28,0.0,, 9,80,,20230928-123092,,,,
502722,100270,2024-05-26,,,             RE,F274972349             Br,ooks PLC,,2,1904-05-26,0.0,, 9,61,,20240526-124052,,,,
502723,100187,2024-12-01,,,             RE,F193880954             Fr,azier Inc,,2,1904-12-01,712.62,, 6,80,,20241201-124120,,,,
502724,100233,2023-08-16,,56,79,                       WA,"SHINGTON, NELSON AND STONE",,2,1903-08-16,2581.86,, 7,00,,20230816-123081,,,,
502725,100027,2023-07-08,,74,10,                       Wi,"lliams,",,2,1903-07-08,1736.68,, 2,44,,20230708-123070,,,,N
502726,100402,2024-07-14,,,             RE,F243121688             Gr,aham Ltd,,0,,4914.63,, 4,60,,20240714-124071,,,,
