invoice_number,customer_id,invoice_date,due_date,ship_date,po_number,reference1,reference2,invoice_amount,tax_amount,freight_amount,discount_amount,amount_paid,current_balance,status,hold_flag,dispute_flag,dispute_reason,payment_terms,document_type,division,gl_account,gl_post_date,gl_posted_flag,created_date,updated_date,updated_time,updated_by,batch_session
1003632,100137,2023-01-20,2023-03-06,2023-01-18,PO-35209,harness customized metrics,,6354.43,308.26,0.0,,,,00,1,1,200,,, 12,30120Y1230,2020-12-30,6,,,, 358505,
1003633,100318,2024-09-20,2024-11-04,2024-09-19,PO-73680,monetize dot-com experiences,,4529.59,147.33,0.0,0.0,,,00,1,1,200,,, 12,40920Y1240,,1,,,, 791950,
1003634,100361,2024-08-06,2024-09-05,2024-08-04,PO-26249,benchmark enterprise web servi,,417.92,18.24,89.35,,,,00,1,1,200,,, 12,40806Y1240,,9,,,, 469417,
1003635,100102,2024-02-24,2024-03-10,2024-02-22,,engineer integrated ROI,,708.35,23.06,0.0,,,,00,1,1,200,,, 12,40224Y1240,,9,,,, 854840,
1003636,100082,2024-02-08,2024-04-08,2024-02-05,PO-11165,implement B2B models,,42400.48,881.17,0.0,,,,00,1,1,200,,, 12,40208Y1240,,7,,,, 799414,
1003637,100189,2024-09-07,2024-10-22,2024-09-03,PO-58207,grow bleeding-edge web service,,3458.53,45.83,36.2,,,,00,1,1,200,,, 12,40907Y1240,,1,2092-11-05,,, 667455,
1003638,100266,2023-01-05,2023-02-19,2023-01-01,,grow leading-edge vortals,,6747.51,344.5,0.0,0.0,,,00,1,1,200,,, 12,30105Y1230,,5,,,, 258646,
1003639,100209,2023-04-24,2023-05-24,2023-04-19,,evolve 24/7 web-readiness,,538.67,16.53,0.0,,,,00,1,1,200,,, 12,30424Y1230,,1,,,, 210436,
1003640,100390,2024-01-23,2024-02-22,2024-01-21,,grow end-to-end web-readiness,,8047.14,121.87,0.0,,,,00,1,1,200,,, 12,40123Y1240,,7,,,, 231464,
1003641,100238,2023-07-19,2023-09-17,2023-07-14,PO-76402,e-enable out-of-the-box e-mark,,25122.06,1811.3,0.0,,,,00,1,1,200,,, 12,30719Y1230,,3,,,, 229626,
1003642,100310,2024-03-28,2024-04-12,2024-03-25,PO-29798,exploit wireless bandwidth,,1342.21,39.31,0.0,0.0,,,00,1,1,200,,, 12,40328Y1240,,0,,,, 403592,
1003643,100146,2024-12-08,2024-12-23,2024-12-05,PO-74868,drive open-source markets,,646.39,12.53,0.0,,,,00,1,1,200,,, 12,41208Y1241,,2,,,, 969535,
1003644,100387,2024-12-27,2025-01-26,2024-12-22,PO-10599,revolutionize strategic synerg,,1550.48,62.53,0.0,0.0,,,00,1,1,200,,, 12,41227Y1241,,2,,,, 446380,
1003645,100123,2023-09-29,2023-10-14,2023-09-27,,target enterprise content,,927.81,39.22,0.0,,,,00,1,1,200,,, 12,30929Y1230,,4,,,, 516109,
1003646,100065,2024-04-13,2024-05-28,2024-04-09,PO-54766,revolutionize impactful relati,,45587.37,3242.36,0.0,,,,00,1,1,200,,, 12,40413Y1240,,0,,,, 417096,
1003647,100022,2024-06-13,2024-06-28,2024-06-12,PO-97129,benchmark compelling info-medi,,923.63,51.22,0.0,,,,00,1,1,200,,, 12,40613Y1240,,2,,,, 200491,
1003648,100271,2023-02-12,2023-02-27,2023-02-07,,implement user-centric deliver,,228.3,9.09,0.0,0.0,,,00,1,1,200,,, 12,30212Y1230,2012-12-30,9,,,, 725991,
1003649,100119,2024-07-03,2024-08-02,2024-06-30,,drive B2C action-items,,1101.32,92.13,61.46,0.0,,,00,1,1,200,,, 12,40703Y1240,,8,,,, 352674,
1003650,100299,2023-08-05,2023-09-04,2023-08-04,PO-85995,cultivate cutting-edge ROI,,5356.22,486.93,0.0,,,,00,1,1,200,,, 12,30805Y1230,2005-12-31,0,,,, 122532,
1003651,100359,2024-04-09,2024-05-09,2024-04-08,,cultivate next-generation plat,,21991.1,937.5,0.0,0.0,,,00,1,1,200,,, 12,40409Y1240,,1,,,, 248004,
1003652,100219,2023-09-02,2023-10-17,2023-08-31,PO-54156,iterate plug-and-play e-servic,,46078.21,3009.01,31.09,0.0,,,00,1,1,200,,, 12,30902Y1230,,0,,,, 769335,
1003653,100416,2023-08-24,2023-10-08,2023-08-21,,revolutionize distributed comm,,5952.36,414.47,89.38,,,,00,1,1,200,,, 12,30824Y1230,,5,,,, 231462,
1003654,100034,2023-12-25,2024-01-09,2023-12-21,PO-12314,mesh innovative functionalitie,,154.31,4.46,0.0,0.0,,,00,1,1,200,,, 12,31225Y1231,,1,,,, 242551,
1003655,100378,2024-02-27,2024-03-13,2024-02-23,PO-64840,streamline enterprise initiati,,1307.23,68.43,0.0,0.0,,,00,1,1,200,,, 12,40227Y1240,,6,,,, 152027,
1003656,100283,2023-03-23,2023-04-07,2023-03-22,PO-39626,e-enable scalable e-commerce,,585.96,32.37,55.72,0.0,,,00,1,1,200,,, 12,30323Y1230,2023-12-31,2,,,, 305483,
1003657,100028,2023-02-09,2023-03-26,2023-02-07,PO-35560,brand ubiquitous markets,,5729.09,557.82,0.0,,,,00,1,1,200,,, 12,30209Y1230,2009-12-30,9,,,, 110498,
1003658,100323,2023-03-28,2023-04-12,2023-03-27,PO-92901,target collaborative systems,,1808.59,28.04,34.13,0.0,,,00,1,1,200,,, 12,30328Y1230,,4,,,, 783641,
1003659,100498,2023-03-17,2023-04-01,2023-03-12,PO-79422,maximize front-end e-markets,,712.18,20.33,89.28,,,,00,1,1,200,,, 12,30317Y1230,,1,,,, 280128,
1003660,100033,2024-03-30,2024-04-14,2024-03-28,,innovate scalable schemas,,615.87,28.44,0.0,0.0,,,00,1,1,200,,, 12,40330Y1240,,8,,,, 575543,
1003661,100358,2024-08-27,2024-09-26,2024-08-24,PO-98600,cultivate B2C eyeballs,,1422.2,137.11,0.0,,,,00,1,1,200,,, 12,40827Y1240,,1,,,, 677416,
1003662,100365,2023-06-09,2023-07-09,2023-06-04,PO-50800,deliver holistic users,,1911.31,170.66,0.0,0.0,,,00,1,1,200,,, 12,30609Y1230,,3,,,, 729307,
1003663,100146,2023-11-27,2023-12-12,2023-11-22,,maximize B2C portals,,509.07,2.65,0.0,,,,00,1,1,200,,, 12,31127Y1231,,0,,,, 890124,
1003664,100228,2024-03-29,2024-05-13,2024-03-25,PO-57117,mesh impactful users,,2950.17,121.28,0.0,,,,00,1,1,200,,, 12,40329Y1240,,0,,,, 781120,
1003665,100196,2023-11-23,2023-12-23,2023-11-20,,morph viral e-services,,1366.98,38.29,54.42,,,,00,1,1,200,,, 12,31123Y1231,2023-12-31,1,,,, 624079,
1003666,100397,2023-01-27,2023-02-26,2023-01-26,PO-20197,unleash visionary partnerships,,5182.96,16.25,0.0,,,,00,1,1,200,,, 12,30127Y1230,,0,,,, 903088,
1003667,100194,2024-08-17,2024-09-16,2024-08-15,,benchmark synergistic web-read,,1984.48,140.23,0.0,,,,00,1,1,200,,, 12,40817Y1240,,9,,,, 806037,
1003668,100224,2024-09-13,2024-10-13,2024-09-09,,exploit killer architectures,,6226.18,164.77,0.0,,,,00,1,1,200,,, 12,40913Y1240,,1,,,, 810072,
1003669,100107,2024-04-25,2024-05-10,2024-04-21,,optimize world-class architect,,990.09,90.95,0.0,,,,00,1,1,200,,, 12,40425Y1240,,8,,,, 948772,
1003670,100205,2024-12-06,2025-01-05,2024-12-02,PO-27098,empower vertical users,,298.21,16.91,0.0,0.0,,,00,1,1,200,,, 12,41206Y1241,,2,,,, 517970,
1003671,100444,2024-11-22,2024-12-22,2024-11-17,PO-34943,engineer wireless content,,9431.9,217.97,0.0,,,,00,1,1,200,,, 12,41122Y1241,,2,,,, 108180,
1003672,100033,2024-08-30,2024-09-14,2024-08-27,,exploit 24/7 experiences,,1055.65,72.96,0.0,0.0,,,00,1,1,200,,, 12,40830Y1240,,9,,,, 733049,
1003673,100355,2024-08-01,2024-08-31,2024-07-31,,streamline efficient web servi,,6731.56,243.67,0.0,,,,00,1,1,200,,, 12,40801Y1240,,1,,,, 533134,
1003674,100410,2024-07-25,2024-08-24,2024-07-21,PO-57815,repurpose sticky relationships,,4968.78,401.77,0.0,,,,00,1,1,200,,, 12,40725Y1240,,2,,,, 487008,
1003675,100046,2023-06-22,2023-07-22,2023-06-20,PO-13687,incubate strategic e-services,,5246.58,226.76,0.0,,,,00,1,1,200,,, 12,30622Y1230,2022-12-30,8,,,, 838749,
1003676,100100,2024-03-22,2024-04-06,2024-03-19,PO-12844,disintermediate sticky mindsha,,1651.31,160.61,37.64,,,,00,1,1,200,,, 12,40322Y1240,,0,,,, 409175,
1003677,100310,2023-10-06,2023-10-21,2023-10-03,PO-58130,benchmark vertical web-readine,,501.7,9.7,44.03,,,,00,1,1,200,,, 12,31006Y1231,,2,,,, 189600,
1003678,100264,2023-02-05,2023-03-07,2023-01-31,PO-74644,brand extensible technologies,,4034.18,60.98,86.37,,,,00,1,1,200,,, 12,30205Y1230,,3,,,, 930870,
1003679,100361,2023-09-11,2023-10-11,2023-09-06,PO-78695,exploit innovative supply-chai,,1583.18,25.84,31.59,,,,00,1,1,200,,, 12,30911Y1230,2011-12-31,0,,,, 946424,
1003680,100380,2024-03-25,2024-04-09,2024-03-21,PO-51582,redefine B2C models,,407.62,33.25,0.0,,,,00,1,1,200,,, 12,40325Y1240,,8,,,, 198163,
1003681,100035,2024-12-30,2025-01-29,2024-12-27,PO-75634,unleash intuitive e-business,,332.25,24.03,0.0,0.0,,,00,1,1,200,,, 12,41230Y1241,,2,,,, 481955,
1003682,100471,2024-07-30,2024-08-29,2024-07-26,PO-44563,incubate scalable web-readines,,749.64,31.22,0.0,0.0,,,00,1,1,200,,, 12,40730Y1240,,1,,,, 701216,
1003683,100473,2023-11-07,2023-12-07,2023-11-04,PO-81139,innovate scalable functionalit,,1859.7,126.9,0.0,,,,00,1,1,200,,, 12,31107Y1231,,5,,,, 598688,
1003684,100394,2023-02-23,2023-03-10,2023-02-22,PO-62863,e-enable distributed content,,1665.9,31.99,0.0,,,,00,1,1,200,,, 12,30223Y1230,,9,,,, 583924,
1003685,100014,2024-04-11,2024-05-11,2024-04-10,PO-78465,cultivate integrated platforms,,4482.57,92.47,11.34,0.0,,,00,1,1,200,,, 12,40411Y1240,,5,,,, 968484,
1003686,100347,2024-05-14,2024-06-28,2024-05-10,PO-65298,e-enable efficient communities,,1790.63,29.07,96.48,,,,00,1,1,200,,, 12,40514Y1240,,2,,,, 112808,
1003687,100015,2024-09-23,2024-10-23,2024-09-19,PO-67368,streamline proactive supply-ch,,1572.86,10.04,65.0,0.0,,,00,1,1,200,,, 12,40923Y1240,,2,,,, 959732,
1003688,100080,2023-09-09,2023-09-24,2023-09-06,PO-32613,orchestrate efficient methodol,,1733.24,13.02,0.0,,,,00,1,1,200,,, 12,30909Y1230,2009-12-30,9,,,, 792891,
1003689,100377,2023-12-17,2024-01-01,2023-12-13,PO-28939,unleash world-class info-media,,1976.11,13.78,0.0,0.0,,,00,1,1,200,,, 12,31217Y1231,,2,,,, 889466,
1003690,100280,2023-01-25,2023-02-09,2023-01-24,PO-65407,streamline 24/365 infrastructu,,462.54,10.58,64.42,0.0,,,00,1,1,200,,, 12,30125Y1230,2025-12-31,0,,,, 374424,
1003691,100213,2024-01-15,2024-03-15,2024-01-12,PO-41203,deploy e-business systems,,7466.64,387.16,59.76,,,,00,1,1,200,,, 12,40115Y1240,,5,,,, 822935,
1003692,100225,2023-11-14,2023-12-14,2023-11-11,,revolutionize B2C methodologie,,4518.19,66.36,49.52,,,,00,1,1,200,,, 12,31114Y1231,,3,,,, 203336,
1003693,100230,2024-11-09,2024-12-24,2024-11-06,PO-47747,deploy back-end experiences,,7768.57,210.01,0.95,,,,00,1,1,200,,, 12,41109Y1241,,2,,,, 200797,
1003694,100368,2024-03-06,2024-04-05,2024-03-02,PO-41732,e-enable cross-media mindshare,,1786.97,85.02,65.33,0.0,,,00,1,1,200,,, 12,40306Y1240,,2,,,, 210295,
1003695,100402,2023-09-22,2023-10-22,2023-09-17,PO-99718,expedite robust infrastructure,,7152.37,676.96,0.0,,,,00,1,1,200,,, 12,30922Y1230,2022-12-30,9,,,, 436833,
1003696,100240,2024-08-14,2024-09-13,2024-08-13,PO-52298,enhance killer portals,,772.92,4.14,0.0,0.0,,,00,1,1,200,,, 12,40814Y1240,,2,2012-01-25,,, 769752,
1003697,100154,2024-12-18,2025-01-17,2024-12-15,PO-58643,grow holistic info-mediaries,,539.61,45.21,0.0,0.0,,,00,1,1,200,,, 12,41218Y1241,,2,,,, 970087,
1003698,100349,2023-08-12,2023-08-27,2023-08-11,,innovate frictionless e-commer,,1741.79,81.65,0.0,,,,00,1,1,200,,, 12,30812Y1230,,4,,,, 626346,
1003699,100411,2024-04-25,2024-05-25,2024-04-21,PO-51912,disintermediate out-of-the-box,,848.45,70.94,0.0,,,,00,1,1,200,,, 12,40425Y1240,,6,,,, 366456,
1003700,100002,2024-01-28,2024-02-27,2024-01-23,PO-85012,reinvent e-business action-ite,,1631.29,34.95,0.0,,,,00,1,1,200,,, 12,40128Y1240,,7,,,, 569435,
1003701,100146,2023-03-30,2023-04-14,2023-03-27,PO-96140,visualize cross-platform info-,,679.84,50.16,0.0,,,,00,1,1,200,,, 12,30330Y1230,2030-12-31,2,,,, 134088,
1003702,100320,2023-03-14,2023-03-29,2023-03-11,PO-30095,disintermediate sticky e-taile,,830.18,76.52,0.0,,,,00,1,1,200,,, 12,30314Y1230,,4,,,, 517564,
1003703,100267,2023-09-22,2023-10-07,2023-09-20,,disintermediate interactive co,,144.66,13.69,60.63,,,,00,1,1,200,,, 12,30922Y1230,,1,,,, 766315,
1003704,100050,2023-09-21,2023-11-05,2023-09-17,,deliver killer e-business,,9067.34,314.03,0.0,0.0,,,00,1,1,200,,, 12,30921Y1230,,5,,,, 637709,
1003705,100345,2023-08-22,2023-10-06,2023-08-21,PO-36395,leverage turn-key eyeballs,,9027.46,551.95,0.0,,,,00,1,1,200,,, 12,30822Y1230,,7,,,, 899159,
1003706,100064,2023-04-18,2023-05-18,2023-04-13,,incentivize dot-com eyeballs,,470.17,31.4,0.0,0.0,,,00,1,1,200,,, 12,30418Y1230,2018-12-30,6,,,, 319852,
1003707,100130,2023-09-13,2023-10-13,2023-09-10,,extend compelling networks,,9600.14,177.96,0.0,,,,00,1,1,200,,, 12,30913Y1230,,1,,,, 842857,
1003708,100442,2023-11-16,2023-12-16,2023-11-14,PO-25221,engage clicks-and-mortar model,,585.54,49.85,89.19,,,,00,1,1,200,,, 12,31116Y1231,,2,,,, 196394,
1003709,100102,2023-01-14,2023-01-29,2023-01-12,,deploy back-end vortals,,702.68,12.26,0.0,,,,00,1,1,200,,, 12,30114Y1230,,7,,,, 615792,
1003710,100125,2023-02-02,2023-03-04,2023-01-31,,productize extensible delivera,,1459.17,125.91,0.0,0.0,,,00,1,1,200,,, 12,30202Y1230,2002-12-30,6,,,, 294128,
1003711,100017,2023-01-31,2023-02-15,2023-01-26,PO-90951,iterate granular deliverables,,990.72,23.62,0.0,,,,00,1,1,200,,, 12,30131Y1230,2031-12-31,0,,,, 746387,
1003712,100156,2023-09-11,2023-10-11,2023-09-08,,grow viral networks,,458.25,2.31,32.93,,,,00,1,1,200,,, 12,30911Y1230,2011-12-31,2,,,, 945923,
1003713,100481,2023-11-26,2023-12-26,2023-11-22,PO-89544,revolutionize cutting-edge com,,203.93,15.62,0.0,0.0,,,00,1,1,200,,, 12,31126Y1231,,8,,,, 514587,
1003714,100160,2024-01-05,2024-02-19,2024-01-01,,target killer architectures,,7042.65,128.27,0.0,,,,00,1,1,200,,, 12,40105Y1240,,1,,,, 856715,
1003715,100335,2023-09-15,2023-10-15,2023-09-14,,enable global e-markets,,379.18,36.44,7.14,,,,00,1,1,200,,, 12,30915Y1230,2015-12-31,1,,,, 206931,
1003716,100352,2024-05-30,2024-06-14,2024-05-29,PO-34605,evolve transparent bandwidth,,1798.66,13.25,0.0,,,,00,1,1,200,,, 12,40530Y1240,,8,,,, 902101,
1003717,100361,2023-03-03,2023-04-02,2023-02-26,PO-47794,aggregate global functionaliti,,279.83,24.3,0.0,,,,00,1,1,200,,, 12,30303Y1230,,1,2010-03-10,,, 867243,
1003718,100464,2024-12-22,2025-01-06,2024-12-20,PO-14375,architect seamless platforms,,386.46,8.16,12.61,0.0,,,00,1,1,200,,, 12,41222Y1241,,2,,,, 607611,
1003719,100418,2024-11-15,2024-11-30,2024-11-10,PO-86646,grow compelling supply-chains,,648.69,48.82,86.01,,,,00,1,1,200,,, 12,41115Y1241,,2,,,, 360625,
1003720,100254,2024-02-02,2024-03-03,2024-01-28,,scale next-generation e-tailer,,221.49,11.67,0.0,0.0,,,00,1,1,200,,, 12,40202Y1240,,0,,,, 217027,
1003721,100226,2024-12-21,2025-02-04,2024-12-17,PO-77615,benchmark collaborative synerg,,8341.82,617.8,0.0,0.0,,,00,1,1,200,,, 12,41221Y1241,,2,2061-11-02,,, 747255,
1003722,100430,2024-05-18,2024-06-17,2024-05-17,PO-81231,iterate open-source action-ite,,31822.57,1420.47,0.0,,,,00,1,1,200,,, 12,40518Y1240,,9,,,, 383070,
1003723,100380,2024-03-01,2024-03-16,2024-02-26,PO-95199,extend intuitive ROI,,1277.42,71.42,24.64,,,,00,1,1,200,,, 12,40301Y1240,,0,,,, 876396,
1003724,100427,2024-07-20,2024-08-19,2024-07-19,PO-85348,repurpose integrated supply-ch,,616.36,7.6,0.0,,,,00,1,1,200,,, 12,40720Y1240,,0,,,, 514909,
1003725,100090,2024-09-08,2024-10-08,2024-09-04,PO-11999,engineer holistic architecture,,375.58,13.76,0.0,,,,00,1,1,200,,, 12,40908Y1240,,0,,,, 436459,
1003726,100484,2023-03-25,2023-05-09,2023-03-23,PO-44576,whiteboard world-class archite,,3093.74,110.16,0.0,,,,00,1,1,200,,, 12,30325Y1230,2025-12-30,7,,,, 858689,
1003727,100053,2023-01-09,2023-03-10,2023-01-07,PO-40453,matrix best-of-breed niches,,35021.12,2728.34,0.0,,,,00,1,1,200,,, 12,30109Y1230,,7,,,, 437653,
1003728,100030,2024-05-08,2024-06-07,2024-05-03,PO-54644,exploit end-to-end application,,825.37,11.25,28.03,,,,00,1,1,200,,, 12,40508Y1240,,9,,,, 609951,
1003729,100391,2023-03-31,2023-04-30,2023-03-28,PO-40783,mesh leading-edge systems,,837.39,38.9,42.62,,,,00,1,1,200,,, 12,30331Y1230,2031-12-30,5,,,, 879621,
1003730,100017,2024-11-19,2024-12-04,2024-11-15,,integrate user-centric network,,1003.25,1.62,0.0,0.0,,,00,1,1,200,,, 12,41119Y1241,,2,2030-01-04,,, 195012,
1003731,100053,2024-03-17,2024-05-16,2024-03-14,PO-13350,morph cross-platform partnersh,,30788.18,3038.54,69.7,0.0,,,00,1,1,200,,, 12,40317Y1240,,3,,,, 356799,
1003732,100259,2024-09-11,2024-10-11,2024-09-10,PO-11103,aggregate B2C e-business,,2850.05,32.52,0.0,0.0,,,00,1,1,200,,, 12,40911Y1240,,9,,,, 609236,
1003733,100303,2024-12-12,2025-01-26,2024-12-07,PO-16664,mesh enterprise synergies,,6679.22,141.07,0.0,0.0,,,00,1,1,200,,, 12,41212Y1241,,2,,,, 400727,
1003734,100489,2024-01-05,2024-02-19,2024-01-01,PO-49134,scale rich platforms,,4339.62,56.24,0.0,0.0,,,00,1,1,200,,, 12,40105Y1240,,0,,,, 413056,
1003735,100229,2024-04-20,2024-06-19,2024-04-17,,whiteboard value-added relatio,,30149.62,2808.97,0.0,,,,00,1,1,200,,, 12,40420Y1240,,7,,,, 444431,
1003736,100443,2024-11-27,2025-01-11,2024-11-25,PO-67823,engineer next-generation ROI,,2209.62,145.96,0.0,0.0,,,00,1,1,200,,, 12,41127Y1241,,2,,,, 766617,
1003737,100063,2024-02-29,2024-04-14,2024-02-25,PO-96695,re-intermediate seamless partn,,2164.47,176.28,90.65,,,,00,1,1,200,,, 12,40229Y1240,,4,,,, 123796,
1003738,100449,2024-02-04,2024-02-19,2024-01-31,PO-44478,incubate clicks-and-mortar met,,621.48,43.21,1.12,,,,00,1,1,200,,, 12,40204Y1240,,2,,,, 437466,
1003739,100231,2024-01-11,2024-02-10,2024-01-07,,engineer integrated web-readin,,787.96,55.48,74.41,0.0,,,00,1,1,200,,, 12,40111Y1240,,7,,,, 135249,
1003740,100170,2024-10-15,2024-11-14,2024-10-12,PO-46779,target mission-critical techno,,668.54,61.94,0.0,0.0,,,00,1,1,200,,, 12,41015Y1241,,1,,,, 691372,
1003741,100418,2024-11-30,2024-12-15,2024-11-27,PO-88217,unleash wireless web-readiness,,513.72,6.01,0.0,,,,00,1,1,200,,, 12,41130Y1241,,2,,,, 354525,
1003742,100018,2024-01-09,2024-03-09,2024-01-08,PO-14360,deliver open-source schemas,,46614.0,112.04,0.0,,,,00,1,1,200,,, 12,40109Y1240,,9,,,, 873562,
1003743,100337,2024-07-24,2024-08-23,2024-07-21,PO-45621,empower best-of-breed models,,584.96,22.67,0.0,,,,00,1,1,200,,, 12,40724Y1240,,8,,,, 476806,
1003744,100167,2023-05-25,2023-06-24,2023-05-22,,brand rich models,,567.23,0.32,0.0,,,,00,1,1,200,,, 12,30525Y1230,,0,,,, 847855,
1003745,100220,2024-02-13,2024-03-14,2024-02-11,,enhance intuitive applications,,3293.83,118.18,0.0,,,,00,1,1,200,,, 12,40213Y1240,,3,,,, 949062,
1003746,100234,2023-02-10,2023-04-11,2023-02-07,PO-27635,monetize bleeding-edge mindsha,,20795.31,751.3,0.0,0.0,,,00,1,1,200,,, 12,30210Y1230,,0,,,, 565025,
1003747,100225,2023-02-04,2023-03-06,2023-02-03,PO-24693,benchmark collaborative networ,,1544.67,149.24,0.0,0.0,,,00,1,1,200,,, 12,30204Y1230,,2,,,, 800016,
1003748,100473,2024-07-17,2024-08-16,2024-07-16,PO-53240,deliver back-end ROI,,392.18,31.94,0.0,0.0,,,00,1,1,200,,, 12,40717Y1240,,8,,,, 123588,
1003749,100166,2024-07-08,2024-07-23,2024-07-04,,integrate innovative deliverab,,316.24,10.7,0.0,0.0,,,00,1,1,200,,, 12,40708Y1240,,2,,,, 553863,
1003750,100365,2023-12-04,2024-01-03,2023-12-02,PO-23306,expedite e-business e-services,,694.14,65.9,0.0,0.0,,,00,1,1,200,,, 12,31204Y1231,,1,,,, 141806,
1003751,100368,2023-10-10,2023-11-09,2023-10-06,PO-17590,re-intermediate visionary cont,,1932.36,44.19,70.06,,,,00,1,1,200,,, 12,31010Y1231,,3,,,, 479816,
1003752,100166,2023-04-06,2023-04-21,2023-04-03,PO-94362,architect sticky channels,,967.07,9.64,0.0,0.0,,,00,1,1,200,,, 12,30406Y1230,2006-12-30,5,,,, 736421,
1003753,100479,2023-11-23,2023-12-08,2023-11-22,PO-41729,engineer vertical content,,1566.39,39.36,0.0,0.0,,,00,1,1,200,,, 12,31123Y1231,,2,,,, 763449,
1003754,100067,2023-04-13,2023-04-28,2023-04-11,PO-69973,iterate turn-key deliverables,,689.34,51.42,0.0,0.0,,,00,1,1,200,,, 12,30413Y1230,,3,,,, 851870,
1003755,100175,2023-02-27,2023-03-14,2023-02-22,PO-85399,harness frictionless web-readi,,981.22,9.06,91.54,,,,00,1,1,200,,, 12,30227Y1230,2027-12-31,2,,,, 120987,
1003756,100472,2023-07-11,2023-07-26,2023-07-07,,synergize cross-media channels,,208.94,13.8,0.0,0.0,,,00,1,1,200,,, 12,30711Y1230,,0,2090-10-05,,, 262180,
1003757,100344,2023-10-17,2023-11-16,2023-10-13,PO-72707,engage sticky synergies,,1547.8,86.73,50.31,,,,00,1,1,200,,, 12,31017Y1231,,6,,,, 798434,
1003758,100341,2024-11-12,2024-11-27,2024-11-10,PO-15935,utilize innovative bandwidth,,706.22,33.71,85.37,,,,00,1,1,200,,, 12,41112Y1241,,2,,,, 360289,
1003759,100149,2024-07-07,2024-08-06,2024-07-02,PO-50188,optimize magnetic interfaces,,1741.64,61.06,0.0,0.0,,,00,1,1,200,,, 12,40707Y1240,,2,,,, 556358,
1003760,100429,2023-05-23,2023-06-07,2023-05-18,,visualize vertical partnership,,1023.92,43.53,75.35,,,,00,1,1,200,,, 12,30523Y1230,2023-12-30,9,,,, 271632,
1003761,100203,2023-01-24,2023-02-23,2023-01-22,,utilize e-business metrics,,854.74,10.79,0.0,,,,00,1,1,200,,, 12,30124Y1230,2024-12-30,9,,,, 707514,
1003762,100263,2024-10-30,2024-11-29,2024-10-26,PO-25306,empower integrated e-business,,8609.15,729.05,0.0,,,,00,1,1,200,,, 12,41030Y1241,,1,,,, 758873,
1003763,100200,2023-06-22,2023-07-22,2023-06-18,PO-96713,strategize robust bandwidth,,1722.29,75.1,79.65,0.0,,,00,1,1,200,,, 12,30622Y1230,,3,,,, 997288,
1003764,100151,2023-04-25,2023-05-25,2023-04-22,PO-71350,whiteboard front-end relations,,40329.37,1925.6,0.0,,,,00,1,1,200,,, 12,30425Y1230,2025-12-30,5,,,, 241315,
1003765,100195,2024-11-28,2025-01-12,2024-11-25,PO-46975,implement user-centric e-taile,,9964.2,747.18,0.0,0.0,,,00,1,1,200,,, 12,41128Y1241,,2,,,, 747707,
1003766,100153,2023-09-14,2023-09-29,2023-09-09,PO-52437,incentivize best-of-breed rela,,264.41,21.97,0.0,,,,00,1,1,200,,, 12,30914Y1230,2014-12-30,9,,,, 488185,
1003767,100208,2024-06-02,2024-07-02,2024-05-30,PO-54148,deploy end-to-end vortals,,994.03,21.52,0.0,0.0,,,00,1,1,200,,, 12,40602Y1240,,2,,,, 801606,
1003768,100350,2024-09-07,2024-11-06,2024-09-04,PO-34083,maximize real-time architectur,,26302.97,2478.35,67.31,,,,00,1,1,200,,, 12,40907Y1240,,2,,,, 843002,
1003769,100480,2023-01-26,2023-03-12,2023-01-24,PO-99892,productize bricks-and-clicks w,,9845.6,25.98,0.0,,,,00,1,1,200,,, 12,30126Y1230,2026-12-30,3,,,, 268347,
1003770,100249,2023-09-04,2023-10-04,2023-08-30,PO-76520,architect magnetic web service,,1871.36,87.98,0.0,0.0,,,00,1,1,200,,, 12,30904Y1230,2004-12-31,1,,,, 622169,
1003771,100031,2023-11-20,2023-12-05,2023-11-16,PO-12995,streamline B2C technologies,,1904.16,105.74,84.15,0.0,,,00,1,1,200,,, 12,31120Y1231,,2,,,, 529652,
1003772,100492,2023-03-10,2023-04-09,2023-03-06,PO-50138,e-enable 24/365 supply-chains,,4813.02,293.66,0.0,,,,00,1,1,200,,, 12,30310Y1230,,3,,,, 667234,
1003773,100092,2023-10-30,2023-12-14,2023-10-27,,incentivize web-enabled networ,,6772.82,521.69,80.4,,,,00,1,1,200,,, 12,31030Y1231,1930-12-31,1,,,, 732456,
1003774,100441,2023-06-14,2023-06-29,2023-06-10,PO-43560,mesh bricks-and-clicks info-me,,916.59,9.41,0.0,,,,00,1,1,200,,, 12,30614Y1230,2014-12-31,1,,,, 391707,
1003775,100260,2023-03-15,2023-04-14,2023-03-14,PO-99175,harness vertical synergies,,9777.69,971.66,0.0,,,,00,1,1,200,,, 12,30315Y1230,2015-12-30,4,,,, 710210,
1003776,100179,2023-03-16,2023-04-15,2023-03-11,,orchestrate enterprise models,,239.07,19.99,0.0,,,,00,1,1,200,,, 12,30316Y1230,2016-12-31,1,,,, 203922,
1003777,100207,2023-08-15,2023-09-14,2023-08-11,PO-28602,mesh web-enabled experiences,,1291.59,45.04,0.0,,,,00,1,1,200,,, 12,30815Y1230,2015-12-31,0,,,, 156068,
1003778,100253,2023-01-04,2023-02-18,2023-01-01,PO-85958,e-enable vertical e-services,,7029.02,14.86,0.0,,,,00,1,1,200,,, 12,30104Y1230,,2,,,, 248288,
